Time (s),Raw,Delta,Theta,Alpha,Beta,Gamma
23.618929386138916,-1296.55,13.55,15.48,11.75,13.38,29.24
24.05763339996338,-3211.17,28.26,10.38,13.48,14.34,23.83
24.65305733680725,1513.66,6.56,4.42,14.09,21.47,38.48
25.09116291999817,1919.73,19.98,9.5,5.68,18.11,30.92
25.52935767173767,2727.76,9.26,5.48,3.65,15.35,42.24
26.06634759902954,-2133.38,7.46,7.31,4.58,16.86,38.07
26.545066595077515,-809.37,5.69,6.71,5.86,20.33,37.37
27.098732471466064,4042.83,10.84,9.5,14.27,40.89,16.01
27.578442573547363,798.9,7.46,8.47,17.36,34.12,23.99
28.131945610046387,196.51,8.85,6.59,18.25,29.45,25.81
28.564239501953125,-3748.98,15.49,13.61,12.49,26.97,19.1
29.164299249649048,-618.58,8.11,7.76,10.9,37.34,23.99
29.64388370513916,-994.51,4.41,3.49,13.18,35.38,32.93
30.082412719726562,-98.55,1.83,3.2,12.27,38.45,33.67
30.536651849746704,-358.88,1.72,4.58,14.2,37.52,31.49
31.084000825881958,-192.82,7.35,15.37,13.98,23.25,28.76
31.537633419036865,62.56,5.84,12.78,10.13,24.71,31.68
32.085102558135986,153.66,2.5,5.78,9.23,40.59,28.49
32.52488732337952,-1040.31,8.04,5.02,8.06,39.41,27.86
33.0860595703125,-1221.62,5.76,15.27,13.37,27.59,26.62
33.52474236488342,530.58,3.4,18.55,10.84,26.85,30.13
34.08851766586304,-3061.13,15.8,21.12,8.46,24.3,21.25
34.52649998664856,-211.62,9.52,13.27,11.96,23.48,28.66
35.08960771560669,620.45,10.12,13.62,10.58,32.62,20.04
35.54321026802063,-1898.41,10.9,15.76,9.69,27.12,23.6
36.106170654296875,-823.24,12.12,26.93,17.62,18.91,15.35
36.55943942070007,-1138.7,9.32,18.35,14.95,26.36,19.89
37.02905893325806,1306.18,4.99,8.9,9.35,42.59,22.58
37.59181523323059,25.37,2.5,8.58,17.59,28.98,27.69
38.04733943939209,393.02,1.6,5.82,14.2,32.6,32.02
38.60916709899902,-182.55,1.38,4.91,11.97,33.15,36.51
39.06266951560974,-4154.79,28.36,31.73,8.92,13.5,13.79
39.60968613624573,-350.87,20.48,23.12,8.96,21.28,21.02
40.04718732833862,81.62,12.36,14.81,11.79,25.62,28.24
40.59439253807068,451.33,5.83,7.19,7.28,28.59,43.11
41.03449058532715,-66.92,2.19,3.61,15.88,35.06,36.25
41.5950288772583,137.0,3.22,4.84,15.13,35.04,31.09
42.032387018203735,298.07,3.04,4.72,11.45,45.16,26.27
42.585665702819824,-1074.65,5.14,9.14,11.11,36.64,25.54
43.0331084728241,-5452.62,27.7,42.5,12.22,9.36,5.11
43.58046507835388,288.6,23.35,36.53,12.22,14.58,8.91
44.033870458602905,-582.59,17.09,26.99,8.99,27.6,12.49
44.58108901977539,816.97,12.78,15.77,22.52,31.38,11.92
45.08178663253784,2056.37,10.61,40.9,19.64,13.7,11.33
45.62898540496826,2199.31,16.44,28.45,16.37,14.01,18.11
46.06850862503052,1044.25,12.14,27.96,12.49,24.25,15.73
46.614383697509766,725.47,10.89,33.78,13.09,25.26,9.99
47.052650690078735,18.82,7.84,20.97,16.41,29.13,15.6
47.59946155548096,1636.91,29.24,42.42,7.65,11.72,5.87
48.03736138343811,-228.0,22.91,27.14,7.3,18.45,18.83
48.58471393585205,-667.12,15.66,16.97,8.34,29.83,21.6
49.1314811706543,-728.64,9.25,8.62,10.25,37.58,23.61
49.61653256416321,269.65,5.02,4.23,7.73,47.47,22.25
50.05412292480469,-949.4,4.82,15.53,13.0,42.46,16.32
50.60191559791565,625.69,9.91,8.56,17.76,36.87,16.35
51.04064917564392,-820.21,6.51,5.37,32.52,38.38,9.39
51.58818507194519,314.81,2.72,3.96,21.0,43.66,17.36
52.02612566947937,416.43,1.63,2.07,17.71,31.72,33.02
52.604764223098755,313.03,1.72,4.26,11.91,35.39,37.07
53.04219198226929,858.29,3.44,7.64,10.29,44.5,22.68
53.63624691963196,-43.22,1.4,4.45,6.9,44.64,28.64
54.07608103752136,-2261.01,18.84,41.26,13.27,13.15,9.51
54.62208008766174,-152.8,14.66,29.9,14.18,18.59,15.45
55.10722351074219,-556.36,6.89,16.36,9.06,30.47,27.7
55.56074023246765,-1104.64,4.61,8.63,16.48,21.75,28.89
56.123220920562744,356.8,2.12,6.17,11.82,28.68,29.03
56.56067204475403,-882.72,2.85,4.39,11.78,25.33,39.4
57.10761117935181,211.08,1.15,4.12,6.74,45.74,29.71
57.56123399734497,-245.86,1.17,2.04,4.43,55.55,25.4
58.10863947868347,-148.91,0.67,8.02,7.2,51.69,21.92
58.54688739776611,-1480.01,9.68,33.09,18.18,20.39,12.92
59.10995054244995,747.71,11.22,27.17,18.06,21.14,15.36
59.547934770584106,-30.16,8.92,21.18,17.67,26.14,15.61
60.11069464683533,1621.28,36.42,41.49,6.38,7.93,3.66
60.54865217208862,-1400.84,33.1,38.49,8.9,10.45,3.55
61.11111378669739,-58.77,18.71,26.48,14.52,22.17,9.46
61.54878616333008,171.82,11.68,23.27,12.45,29.23,10.66
62.11201286315918,-1113.28,19.11,30.93,24.89,15.34,4.28
62.54979658126831,-1102.37,19.62,42.04,12.26,14.92,5.75
63.09711289405823,-964.51,28.19,45.35,8.6,9.06,5.01
63.535205125808716,-1818.23,22.62,28.12,17.11,19.22,7.46
64.09857964515686,1887.38,8.87,35.0,30.37,14.25,7.34
64.55285358428955,1152.5,6.07,17.63,23.68,35.03,12.66
65.10043215751648,-640.31,5.89,13.19,15.37,37.16,20.13
65.55377912521362,412.11,11.04,8.32,17.25,29.9,23.86
66.1167221069336,-300.96,7.49,7.71,16.01,29.26,27.16
66.55633783340454,4.08,4.02,5.71,15.64,37.47,25.26
67.1176540851593,-644.6,8.43,7.82,12.02,38.97,22.29
67.57186269760132,-1380.98,17.64,26.78,26.57,17.67,7.3
68.13470792770386,68.12,14.12,21.91,25.48,20.36,10.87
68.57295322418213,889.44,19.67,14.35,20.39,19.64,17.64
69.02696824073792,182.46,12.3,10.98,17.26,29.67,17.67
69.58971047401428,71.24,5.77,6.62,24.89,22.09,25.4
70.02751445770264,3353.82,6.64,32.33,2.84,8.07,9.79
70.59084868431091,2864.5,7.37,19.39,3.63,6.89,6.08
71.02868628501892,126.77,3.4,10.87,2.16,9.77,8.69
71.60742807388306,1929.77,1.66,2.44,1.19,3.91,4.82
72.09184432029724,-3138.4,2.5,9.63,26.59,8.31,6.73
72.54488253593445,1509.15,1.65,5.74,13.73,6.04,4.38
73.12303590774536,-23.33,1.89,4.02,6.15,4.56,4.19
73.57622337341309,1172.11,1.09,2.41,3.42,3.76,2.83
74.02964067459106,-347.15,0.75,2.15,2.88,8.44,2.75
74.59286403656006,584.56,0.56,1.78,1.79,7.28,4.41
75.0620231628418,-6111.51,6.87,1.77,2.25,4.78,4.91
75.6257975101471,-828.0,2.61,1.5,1.14,3.88,8.91
76.09444403648376,-1599.98,7.06,2.19,13.07,8.23,16.66
76.54804420471191,4869.22,19.0,16.68,13.52,6.67,13.24
77.11084222793579,-9563.34,43.65,13.42,6.08,3.01,5.86
77.56430578231812,-1234.83,30.24,9.52,4.23,2.54,4.91
78.12757205963135,-1287.0,17.6,5.91,2.7,2.6,3.75
78.58132791519165,-1452.42,8.52,8.71,2.99,2.95,4.89
79.03528237342834,-397.41,5.65,4.76,1.38,2.65,2.5
79.5978136062622,-1362.39,4.61,1.99,0.88,1.79,2.38
80.05155563354492,941.76,2.05,1.99,1.93,3.79,2.69
80.61427760124207,954.15,3.66,2.89,2.64,4.41,4.8
81.0678858757019,-1408.39,4.07,2.33,2.26,5.7,4.1
81.63097476959229,5788.22,7.2,5.21,1.92,3.97,4.96
82.0851240158081,336.29,3.04,2.41,1.2,5.45,4.29
82.53867244720459,-10810.7,17.7,3.13,1.72,5.39,4.45
83.10174751281738,1374.95,8.92,2.59,1.77,4.95,3.97
83.5552396774292,79.64,4.76,3.48,1.61,3.93,4.59
84.1178674697876,-731.44,1.91,1.58,1.29,4.07,6.16
84.57117056846619,-899.13,0.85,1.05,0.85,2.94,6.29
85.11844253540039,159.53,0.4,0.53,0.43,2.69,6.88
85.57212281227112,1190.42,0.47,0.53,1.06,2.87,6.33
86.02565741539001,673.28,0.25,0.78,0.61,2.95,6.52
86.58852505683899,419.75,0.18,0.97,0.52,3.08,6.64
87.026700258255,-103.14,0.08,1.05,0.56,2.82,6.75
87.58948969841003,43.59,0.18,0.74,0.59,2.58,6.65
88.04268646240234,-339.55,0.09,0.73,0.51,2.44,6.79
88.59005618095398,-430.32,0.07,0.52,0.46,2.42,7.5
89.04363250732422,-896.26,0.37,0.44,0.32,2.52,7.09
89.59079504013062,1506.88,0.54,0.19,0.28,2.46,6.72
90.04381346702576,326.86,0.26,0.59,0.53,3.67,6.46
90.60721683502197,-187.43,0.21,0.82,0.67,3.12,6.49
91.09679794311523,-5554.21,13.84,8.16,1.64,5.34,5.06
91.5449378490448,990.62,6.21,3.79,1.09,3.82,6.0
92.10744023323059,-746.28,2.63,1.88,0.81,3.08,6.23
92.56112623214722,-281.5,1.38,1.88,2.19,3.76,5.45
93.12462949752808,-1344.46,0.83,0.83,1.26,3.22,6.53
93.56276249885559,290.54,0.72,0.4,0.58,2.63,6.32
94.01628041267395,1094.96,0.48,0.31,0.43,2.76,5.85
94.62656378746033,-987.65,0.47,0.4,0.36,2.64,6.55
95.12727689743042,-578.97,0.39,0.47,0.42,2.44,6.51
95.58067917823792,587.02,0.2,0.58,0.37,2.76,6.59
96.03443384170532,-83.88,0.31,0.44,0.32,3.12,6.42
96.61345148086548,-15.09,0.12,0.58,0.57,2.84,6.78
97.06721615791321,204.37,0.2,0.57,0.63,2.72,7.56
97.52081227302551,-306.35,0.42,0.39,0.41,2.48,7.41
98.13054776191711,382.84,0.27,0.28,0.35,2.82,6.46
98.5841293334961,855.18,0.74,0.22,0.53,2.62,6.98
99.03735661506653,-292.39,0.44,0.39,0.4,5.33,4.98
99.60016584396362,-641.44,0.81,0.68,0.86,3.88,4.9
100.05328106880188,-3093.48,1.7,1.5,0.41,4.14,4.74
100.616126537323,-120.02,0.81,1.99,2.75,6.47,2.29
101.06968140602112,-7288.86,27.03,8.75,2.62,4.19,4.71
101.52320408821106,29401.99,55.48,11.13,6.48,3.34,2.0
102.10155034065247,145.17,44.92,12.56,5.62,2.26,3.96
102.53927087783813,4109.87,37.1,11.3,5.7,4.04,5.47
103.11791443824768,-5772.59,28.8,10.85,4.53,5.43,5.71
103.57111024856567,5271.52,28.74,9.28,4.05,5.85,5.93
104.02464413642883,680.87,18.95,23.48,7.79,10.86,5.93
104.58768653869629,-1992.56,6.28,7.38,2.73,9.35,5.12
105.05805969238281,-1198.01,2.86,2.82,2.48,6.99,8.53
105.62196898460388,-1542.07,2.04,1.55,1.88,5.43,6.71
106.07550096511841,2555.26,1.85,1.23,1.44,5.5,4.37
106.544184923172,-11699.64,30.85,6.8,1.77,3.38,4.82
107.09475922584534,-930.3,15.79,4.1,1.8,3.58,4.03
107.54605793952942,-4241.1,46.94,8.29,1.19,3.66,3.02
108.09314060211182,-5399.88,32.76,6.47,1.7,4.56,3.46
108.57821726799011,-1944.36,19.56,10.37,2.98,4.03,5.45
109.03172516822815,-3988.93,25.99,11.66,2.38,4.2,3.38
109.57856273651123,13820.79,42.99,9.83,1.91,3.91,4.2
110.01604056358337,396.32,31.69,5.88,2.25,5.16,3.55
110.58099508285522,-885.38,14.94,3.42,1.33,4.81,4.21
111.01881170272827,2665.1,7.17,2.15,0.77,5.69,3.92
111.56617021560669,1117.84,3.7,1.82,0.91,7.26,5.02
112.11331558227539,1175.91,4.91,1.3,1.1,8.11,3.66
112.56897258758545,-3000.17,3.17,0.76,0.69,7.06,3.25
113.11475729942322,1843.94,2.72,0.31,0.45,6.41,3.33
113.56836318969727,877.54,1.69,1.17,0.39,4.06,3.37
114.11572861671448,-1393.6,1.67,0.98,0.29,5.43,4.06
114.56192445755005,-7891.24,18.78,2.37,0.48,3.77,3.86
115.1486132144928,2140.17,9.16,1.66,0.57,4.97,4.41
115.58724641799927,-2133.83,4.74,1.17,0.45,6.24,4.37
116.0269238948822,-3382.55,4.24,4.16,3.79,5.13,4.6
116.57353830337524,-7843.43,13.81,11.48,4.02,4.37,3.02
117.12224817276001,15606.54,26.74,22.84,3.94,5.71,1.92
117.56185626983643,-8465.46,19.57,12.24,3.25,4.25,2.66
118.1085250377655,-409.91,9.45,5.92,1.61,3.38,4.11
118.546466588974,8706.48,14.42,6.26,1.29,5.09,2.64
119.0937728881836,19062.77,47.97,8.87,2.12,2.79,4.06
119.53188800811768,-10657.76,29.67,15.24,5.61,4.73,5.96
120.09480834007263,-799.88,16.61,8.69,3.25,3.76,6.35
120.53265070915222,551.72,23.67,21.81,2.88,5.15,5.37
121.09561777114868,77.66,22.95,21.14,2.8,5.03,5.38
121.53338551521301,5.14,22.95,21.14,2.8,5.03,5.38
122.08114051818848,-990.65,16.0,19.39,11.54,8.03,13.38
122.51874113082886,-1.45,15.98,19.38,11.53,8.03,13.37
123.08236408233643,-10.22,15.98,19.38,11.53,8.03,13.37
123.51990747451782,-26187.66,71.02,14.76,2.99,3.33,1.31
124.06728863716125,26052.19,71.55,11.38,2.32,3.74,2.17
124.61451387405396,9129.35,47.55,21.1,5.09,3.82,4.99
125.0680034160614,5501.57,43.9,13.7,4.09,4.66,3.22
125.61552262306213,-875.14,27.36,9.25,2.95,6.63,4.44
126.05355477333069,1970.3,16.96,5.21,2.67,7.54,4.94
126.6160500049591,-3110.61,10.09,3.26,1.88,7.48,4.82
127.05413031578064,2591.91,8.2,13.1,6.12,3.19,6.87
127.60150146484375,628.2,54.66,3.77,2.95,2.01,3.96
128.0860276222229,27061.95,48.31,20.98,4.36,3.36,5.17
128.5237522125244,-14534.22,49.91,14.82,6.94,4.31,3.53
129.10278820991516,1319.63,36.61,11.14,5.29,4.85,4.84
129.54020261764526,1095.71,27.69,8.75,4.44,6.87,7.33
130.10367393493652,1733.29,11.33,4.57,3.21,6.08,7.77
130.54140996932983,15813.81,33.66,3.55,2.24,4.29,2.98
131.1043140888214,-5344.84,17.43,3.32,2.49,5.59,2.11
131.54509902000427,-1423.04,7.56,1.73,1.52,5.96,3.31
132.05873227119446,1271.46,3.37,0.72,0.63,3.76,5.89
132.54660773277283,-2331.23,2.74,0.47,0.44,4.39,5.39
133.04041528701782,-1342.06,1.49,0.33,0.33,6.56,4.13
