Time (s),Raw,Delta,Theta,Alpha,Beta,Gamma
71.85767388343811,-263.62,22.27,49.04,18.09,6.99,2.45
72.28726196289062,-893.18,20.43,45.42,16.74,11.65,3.86
72.83694648742676,-16708.07,37.88,43.64,6.06,8.44,2.45
73.27601170539856,-7870.94,30.14,50.02,12.84,4.92,1.25
73.82935094833374,-7278.13,23.7,48.13,19.08,6.05,2.11
74.26854467391968,50.52,22.34,45.34,19.4,7.5,4.04
74.82446575164795,6181.42,22.76,55.05,17.68,2.83,1.16
75.3742446899414,814.14,21.81,52.51,17.03,5.33,2.27
75.81296849250793,-9469.85,26.64,58.1,13.69,1.0,0.34
76.26943397521973,-8012.28,25.46,54.34,17.25,1.77,0.86
76.82779264450073,832.26,23.81,50.73,19.23,4.18,1.4
77.37536287307739,-371.35,21.8,46.18,21.23,6.72,2.76
77.8127977848053,231.73,18.7,39.57,20.63,13.42,5.45
78.36346578598022,357.4,14.8,30.46,19.89,24.33,6.46
78.8040087223053,-461.22,14.66,26.49,18.67,27.04,6.97
79.35471940040588,-259.25,10.52,17.05,22.43,30.94,12.64
79.79543328285217,10400.58,77.45,16.12,4.19,1.55,0.36
80.34606885910034,-6682.59,69.46,16.93,9.02,2.8,1.18
80.78865337371826,1019.71,62.28,15.49,13.66,4.82,2.41
81.33652019500732,1550.5,28.67,27.76,31.82,6.88,2.91
81.7788758277893,3073.14,65.8,23.85,6.54,2.42,0.91
82.34440970420837,848.21,64.02,23.56,6.49,3.67,1.54
82.78333687782288,-1306.23,45.72,27.53,11.19,9.04,4.84
83.33409595489502,-995.11,23.23,40.61,23.67,5.34,4.87
83.77493119239807,71.59,28.52,33.86,15.57,12.28,6.04
84.32363796234131,-2500.3,16.16,41.98,24.17,11.65,3.66
84.8733959197998,620.3,15.36,36.43,21.96,14.41,7.96
85.31525588035583,-309.84,12.02,28.82,21.4,21.19,10.84
85.86519980430603,124.87,8.51,21.0,16.64,29.68,15.34
86.30567908287048,19.69,4.77,10.77,15.84,26.97,29.89
86.8564555644989,-108.77,3.41,7.31,20.19,32.78,26.98
87.29639267921448,892.97,8.64,9.35,13.32,32.64,23.92
87.83170533180237,5.19,3.41,7.92,18.73,34.69,23.08
88.27258014678955,-400.58,2.76,6.96,24.57,34.1,20.86
88.8253583908081,-414.3,2.88,3.42,34.71,27.18,20.58
89.37579488754272,661.68,6.05,2.01,29.81,26.5,24.09
89.8151581287384,384.7,4.26,7.09,25.71,29.86,21.54
90.36635494232178,312.95,2.56,9.52,21.59,40.1,16.99
90.8132483959198,373.35,10.3,7.52,16.04,36.59,19.87
91.35868430137634,263.98,7.34,7.78,19.24,39.7,15.86
91.79816555976868,211.71,15.24,11.22,13.32,26.74,15.1
92.3545913696289,84.99,7.82,8.99,19.26,22.9,25.47
92.79032015800476,-492.26,5.81,4.76,15.04,33.64,28.22
93.341477394104,7343.63,42.09,35.78,13.59,3.73,3.82
93.7824957370758,15936.74,40.69,47.28,8.46,1.47,1.29
94.3183069229126,2434.35,37.23,45.26,10.5,3.66,1.88
94.86998105049133,850.77,43.39,42.27,9.58,2.24,1.6
95.31042170524597,647.81,48.37,30.31,8.21,6.23,5.34
95.86183142662048,-13687.05,33.62,51.81,9.16,3.27,1.67
96.3030002117157,-915.72,31.82,49.95,10.96,4.17,2.14
96.85522437095642,668.26,29.74,47.47,12.76,5.71,2.74
97.29624462127686,-3285.47,23.98,30.13,21.5,15.21,2.85
97.86250829696655,-4582.03,27.56,44.78,15.87,6.6,3.36
98.30218529701233,11271.81,29.2,51.57,10.79,3.8,2.99
98.85335803031921,10983.72,40.08,44.86,8.49,2.74,2.28
99.29433345794678,-757.46,39.6,44.21,8.75,3.03,2.67
99.84502577781677,-780.54,38.38,42.5,8.9,4.44,3.4
100.271733045578,-465.61,32.18,44.46,8.58,7.44,4.69
100.8371205329895,1356.04,23.2,37.76,21.45,10.74,4.48
101.28037190437317,398.86,19.36,26.71,27.31,14.22,8.13
101.82895493507385,9511.83,33.71,48.93,11.58,3.8,1.44
102.36440849304199,-109.44,17.38,24.31,8.45,25.38,21.38
102.80542421340942,11744.32,29.95,32.51,4.09,17.03,12.31
103.35892653465271,11057.58,41.81,34.53,3.96,9.89,7.19
103.78333449363708,-1294.46,43.65,41.15,3.98,6.31,3.4
104.33361673355103,-10761.86,60.94,22.81,5.8,5.28,3.97
104.77440643310547,598.96,55.95,22.92,6.45,7.94,5.18
105.32514333724976,-10821.93,27.66,61.14,7.48,2.22,1.17
105.76610350608826,307.42,23.96,51.13,18.66,4.65,0.97
106.30137825012207,4940.01,63.55,21.32,8.66,5.01,0.82
106.85372018814087,-2.03,63.55,21.32,8.66,5.01,0.82
107.29379343986511,-4884.47,45.36,41.01,4.26,6.68,1.12
107.86109566688538,-964.16,52.68,35.13,5.05,4.76,1.11
108.3169755935669,50748.04,68.21,18.96,6.58,4.13,1.02
108.87150931358337,2526.57,65.4,20.02,7.78,4.39,1.12
109.31152939796448,-1091.28,64.82,20.24,7.9,4.45,1.17
109.8615517616272,147.15,63.63,20.54,8.04,4.96,1.29
110.314777135849,24.52,62.48,20.17,7.92,5.33,2.13
110.86643147468567,-115.91,56.54,19.01,7.98,9.38,4.34
111.30774688720703,-876.55,49.89,16.07,12.96,12.24,5.54
111.8587417602539,345.49,32.79,12.19,28.64,12.28,7.62
112.28409624099731,-19.29,21.91,10.91,25.4,22.63,12.64
112.83716177940369,-1523.5,24.65,46.41,18.21,6.14,4.14
113.2760579586029,4330.52,34.75,41.38,13.66,6.49,2.66
113.83011651039124,-440.13,31.32,37.21,16.84,9.31,3.63
114.28768467903137,1703.39,12.94,18.24,10.95,42.29,12.73
114.8372130393982,88.31,22.46,26.25,18.07,23.58,6.49
115.27780675888062,270.9,23.11,43.83,17.5,9.1,3.65
115.81438517570496,-262.72,19.01,40.6,17.77,12.02,5.74
116.36739778518677,-158.07,18.87,24.77,23.44,16.07,11.5
116.80993151664734,1677.34,21.49,21.02,26.29,15.13,10.02
117.2668604850769,456.62,17.42,17.17,25.0,19.02,14.83
117.81884574890137,371.01,9.02,9.82,22.61,26.62,20.6
118.36954426765442,-7385.03,19.91,58.91,18.02,1.32,1.45
118.81004357337952,638.25,18.86,56.44,17.65,3.9,2.37
119.35976004600525,-58.95,8.64,44.51,21.22,14.28,7.35
119.78440952301025,748.73,6.61,25.08,20.63,25.09,16.59
120.34005045890808,-368.05,4.7,17.24,17.07,33.03,20.02
120.7785587310791,-93.26,3.74,3.4,6.66,26.71,52.22
121.32951188087463,1397.15,1.5,1.56,18.98,40.75,25.26
121.86408233642578,2386.47,13.26,31.63,14.86,18.58,13.92
122.30726480484009,993.05,11.05,24.86,14.94,18.82,23.0
122.85908436775208,-900.52,8.05,19.82,15.95,21.59,25.97
123.2995195388794,1323.97,5.26,8.87,9.25,35.98,27.5
123.8651921749115,413.83,3.61,4.65,17.19,36.29,18.38
124.30499124526978,-200.44,1.48,2.47,13.5,47.03,20.9
124.85611605644226,-564.0,1.05,1.49,18.54,30.21,35.33
125.30078053474426,578.44,0.61,0.84,18.44,30.42,33.65
125.84866309165955,-1236.51,1.29,2.85,15.77,30.56,39.39
126.28825902938843,-281.9,1.02,3.04,12.32,30.36,40.32
126.84048914909363,49.3,1.01,2.24,9.84,34.61,37.81
127.2794086933136,478.92,0.82,1.23,10.16,29.86,36.77
127.83233714103699,-433.87,2.41,1.78,9.39,36.72,32.3
128.2721824645996,-11174.82,30.91,53.82,7.69,3.95,2.69
128.8234670162201,2575.5,18.55,32.21,12.76,27.14,7.87
129.37475323677063,834.55,21.58,26.33,11.16,31.3,7.36
129.814838886261,-8581.87,31.41,44.22,15.65,6.13,1.93
130.36548686027527,1938.25,29.26,36.66,18.03,9.44,5.28
130.80709314346313,-2605.28,39.07,40.72,10.78,5.32,3.23
131.3578712940216,673.1,24.1,33.16,16.93,16.0,6.0
131.7989161014557,-1072.11,11.11,21.16,13.75,33.31,14.47
132.34914565086365,-1303.98,6.09,11.13,14.6,33.55,24.34
132.79114842414856,-2664.47,6.56,18.6,9.83,36.68,20.19
133.34236454963684,1865.9,7.68,17.79,19.73,29.09,19.12
133.78304886817932,-599.48,19.61,10.47,13.56,33.77,15.75
134.33486342430115,-1873.92,6.25,5.73,32.43,21.54,22.48
134.7754065990448,-3643.53,5.05,2.55,30.17,31.64,25.06
135.34118342399597,2019.45,5.69,5.21,29.02,30.58,23.33
135.78408765792847,1792.71,7.71,8.73,26.28,25.61,24.84
136.3336215019226,-1563.42,3.13,5.83,26.29,27.37,26.8
136.77403044700623,-822.12,2.02,6.09,24.69,27.37,30.18
137.3235149383545,330.62,14.8,32.45,19.52,11.71,13.39
137.766371011734,9795.47,35.11,32.95,12.65,7.59,7.35
138.31439352035522,516.82,16.18,23.8,12.08,32.07,11.7
138.86375093460083,1226.96,8.29,11.62,17.37,33.94,21.07
139.3056128025055,281.73,2.98,7.81,18.7,38.9,18.42
139.85546588897705,85.64,3.24,9.64,24.75,33.61,20.48
140.29630541801453,623.61,2.53,8.35,22.92,34.68,23.48
140.83157396316528,181.77,1.39,5.34,16.51,43.73,23.43
141.27292037010193,1021.26,1.67,6.3,18.0,40.51,23.29
141.82381916046143,-1182.03,2.8,6.1,14.97,36.94,28.78
142.26282286643982,1091.72,2.32,5.74,13.41,31.47,36.28
142.81787157058716,-3472.12,5.39,7.42,11.22,14.3,55.69
143.2692425251007,4864.3,20.13,12.98,18.7,20.29,22.03
143.8204526901245,4981.43,17.67,10.68,13.15,24.97,24.45
144.26167678833008,-6488.12,33.1,46.81,6.06,6.88,4.39
144.81272196769714,-751.88,31.4,44.57,6.42,8.9,5.72
145.28052973747253,234.4,29.14,41.52,8.53,10.97,6.26
