Time (s),Raw,Delta,Theta,Alpha,Beta,Gamma
14.20889949798584,-420.69,5.66,9.58,22.65,40.75,12.23
14.758827924728394,57.18,5.34,8.92,26.83,38.72,11.62
15.20061469078064,-144.82,2.56,23.46,34.1,22.22,7.94
15.749683380126953,-82.11,5.76,18.3,31.25,20.12,12.1
16.18985390663147,281.78,9.28,13.05,29.77,18.2,13.15
16.74139428138733,-54.46,5.37,11.56,18.69,30.83,12.74
17.198547840118408,627.84,14.73,8.53,35.86,18.09,10.73
17.750799894332886,343.68,8.47,19.04,22.88,33.06,5.98
18.193986177444458,-57.88,3.25,12.93,35.01,28.23,11.18
18.669609785079956,8880.07,67.21,27.09,3.56,1.18,0.54
19.217204809188843,-3848.28,64.42,22.0,9.73,1.94,0.77
19.751437425613403,-925.83,48.08,19.66,24.31,3.38,2.06
20.193201541900635,1532.64,29.26,23.41,29.79,10.53,2.79
20.74436068534851,6420.23,41.67,24.4,19.04,8.94,2.07
21.170549631118774,-2974.2,32.6,14.43,18.31,17.1,13.4
21.721484899520874,-5881.45,26.23,40.82,22.2,7.72,2.07
22.273990154266357,43.29,24.78,40.08,22.79,8.57,2.6
22.718430995941162,567.51,28.51,37.1,21.48,8.0,3.35
23.268720626831055,12162.54,55.53,34.9,7.53,1.12,0.58
23.711246728897095,456.73,54.27,30.21,10.06,3.34,1.35
24.26705527305603,-686.8,48.31,29.4,12.64,5.2,2.51
24.70939302444458,1133.03,26.09,19.57,36.85,12.16,3.57
25.264049530029297,-15.54,29.88,14.73,37.08,10.07,5.04
25.7082679271698,2980.01,28.96,20.3,30.52,13.73,4.11
26.275647401809692,3532.72,39.51,10.9,37.55,7.46,2.93
26.716084241867065,-1538.8,38.02,17.86,29.86,9.09,2.47
27.30531406402588,2332.58,32.02,29.02,21.58,12.72,2.45
27.743719816207886,-160.46,19.13,61.39,9.39,6.91,1.38
28.265235424041748,-5339.63,49.76,31.23,12.38,3.82,1.6
28.707656383514404,586.25,30.64,31.22,18.22,11.22,6.75
29.182186126708984,-906.91,14.18,43.68,27.29,8.83,3.95
29.738611459732056,3045.63,15.28,61.63,13.42,5.28,2.69
30.222947120666504,3092.77,15.11,54.29,23.34,4.64,1.6
30.696146965026855,2641.12,18.69,38.44,31.21,8.13,1.68
31.236874103546143,-4924.34,41.68,22.78,22.32,7.28,2.8
31.68988060951233,1598.64,20.58,42.27,25.8,5.81,2.95
32.24018454551697,-1211.9,7.25,67.1,19.25,3.18,1.87
32.68217325210571,2430.03,34.48,32.19,26.67,4.47,1.14
33.219210624694824,-1116.71,14.01,41.88,36.66,5.6,0.98
33.771512508392334,4357.69,42.29,28.46,23.7,3.63,1.1
34.210492849349976,-4643.65,43.75,15.87,26.91,9.68,1.63
34.75767111778259,-578.98,31.06,14.36,38.18,9.6,3.21
35.206220865249634,4141.65,28.28,30.55,23.62,10.64,3.01
35.756922006607056,7948.64,41.9,33.09,14.41,6.34,1.77
36.18875002861023,-265.03,41.18,32.55,14.22,7.01,2.22
36.737096071243286,274.72,38.7,30.88,14.49,9.27,2.89
37.180970191955566,-431.21,33.07,26.32,13.01,15.48,5.71
37.733620405197144,13.3,20.98,20.76,19.21,23.2,7.48
38.17863631248474,197.95,9.8,13.48,25.66,33.79,9.88
38.73445200920105,1.58,4.46,13.06,18.81,41.82,13.79
39.17752766609192,411.16,2.89,17.33,21.44,39.35,11.38
39.731178283691406,-1420.44,36.76,8.67,20.19,18.29,8.55
40.20669436454773,-682.08,32.86,7.91,17.75,20.8,9.38
40.76888346672058,1344.34,39.34,20.56,14.06,15.33,4.56
41.21168661117554,-674.78,32.47,18.21,18.85,16.85,5.95
41.767669916152954,-3424.83,25.25,48.53,20.71,4.22,0.73
42.211631536483765,1329.63,25.26,27.27,17.23,18.63,8.76
42.76837491989136,1382.39,16.78,41.34,15.8,14.75,8.37
43.20978879928589,-21.97,20.08,39.99,20.12,11.16,6.01
43.761760234832764,1177.39,19.9,35.54,24.87,11.23,4.97
44.20218801498413,471.37,16.98,28.38,26.3,16.75,7.03
44.75644111633301,84.9,12.63,23.7,25.82,23.01,7.21
45.19750785827637,495.69,12.56,18.1,29.32,23.75,6.52
45.75210165977478,432.85,12.09,12.95,35.64,20.21,8.94
46.19407510757446,10.04,4.36,22.09,32.22,21.8,9.63
46.73613667488098,163.88,9.44,16.26,29.81,17.73,13.19
47.19240641593933,75.53,3.31,32.03,23.77,23.8,8.71
47.747641801834106,456.12,5.81,18.63,23.94,39.47,4.92
48.1729621887207,-420.54,7.73,12.0,14.64,37.23,19.06
48.722906827926636,-748.91,10.22,42.09,6.05,18.71,12.45
49.167285203933716,523.59,12.05,29.37,9.27,18.9,17.83
49.724528551101685,474.65,10.81,14.92,29.19,18.97,13.43
50.27961611747742,254.18,8.83,52.21,20.54,8.76,4.84
50.703527212142944,345.79,10.28,38.18,18.5,18.6,9.08
51.25722408294678,2014.07,45.24,19.12,14.26,11.73,5.35
51.70119285583496,70.24,26.96,27.53,16.14,14.74,7.61
52.27059078216553,-174.97,15.14,23.34,23.49,23.48,7.27
52.718459129333496,-85.48,12.97,15.71,38.7,18.4,8.84
53.173001289367676,-580.63,17.72,21.13,26.28,20.31,9.04
53.74289536476135,482.24,22.18,19.38,23.95,22.05,7.62
54.18579959869385,137.59,10.04,18.27,31.7,21.23,12.34
54.723647117614746,-7.76,9.92,21.64,36.87,13.39,12.75
55.27761387825012,352.28,14.25,16.77,34.44,15.51,9.4
55.724958181381226,250.67,8.45,23.81,27.55,15.98,13.66
56.28061318397522,26.89,4.85,17.27,37.9,23.4,7.0
56.74068331718445,197.57,6.15,33.17,23.55,20.71,6.68
57.17163395881653,24.31,3.93,22.34,28.82,18.63,13.21
57.71367526054382,352.82,10.68,15.76,29.05,23.3,7.92
58.174846172332764,-942.11,19.59,26.23,19.13,17.66,7.4
58.72825217247009,-1195.71,14.31,41.58,15.29,17.34,5.71
59.18630027770996,998.82,16.2,30.66,25.21,16.32,5.43
59.73875570297241,-565.37,14.33,23.33,38.94,12.18,5.05
60.18197059631348,-451.89,13.51,22.17,32.36,15.22,9.5
60.73523163795471,364.17,9.1,27.13,27.44,16.8,11.53
61.176114559173584,12180.35,64.77,29.56,3.77,1.01,0.56
61.726388692855835,-5038.52,66.72,24.24,5.49,1.8,0.91
62.16758322715759,721.24,53.06,21.88,14.25,6.26,2.82
62.72981548309326,-94.14,40.93,18.3,22.83,9.06,5.66
63.2774543762207,-963.02,22.85,19.89,37.11,10.13,5.65
63.718525648117065,-1.43,29.27,20.76,37.47,5.48,4.64
64.26941227912903,-2034.79,32.96,19.16,32.72,5.74,5.98
64.71362400054932,-63.33,20.9,16.02,38.58,8.12,9.8
65.26929950714111,-844.56,16.2,12.22,42.64,14.28,9.27
65.71141219139099,-1263.95,20.46,12.69,39.52,10.13,10.55
66.2046012878418,946.5,19.92,14.83,35.6,11.89,8.46
66.7569510936737,-424.12,7.58,12.33,44.07,10.34,19.01
67.19920086860657,940.54,7.89,14.7,50.48,8.4,11.95
67.75445485115051,-3638.79,44.77,23.06,24.06,3.85,2.61
68.19802141189575,-776.33,17.98,61.66,12.19,5.15,1.4
68.7501916885376,-5932.78,55.33,33.19,8.75,2.02,0.31
69.18978571891785,639.74,51.14,29.9,12.15,4.84,1.02
69.74045491218567,2006.23,49.11,27.44,12.3,7.31,2.04
70.1810290813446,2596.99,32.27,36.81,17.59,7.31,3.43
70.73711705207825,232.52,18.25,21.48,15.5,21.53,18.78
71.17880296707153,923.25,16.86,17.42,14.39,34.3,11.7
71.73511910438538,-324.59,9.43,19.67,26.44,30.97,9.66
72.17468929290771,-444.95,16.87,19.61,17.71,26.24,13.05
72.72940492630005,-844.58,11.3,19.79,17.83,29.35,16.56
73.26514673233032,531.28,9.37,12.07,21.65,25.45,27.38
73.7059006690979,-1428.16,10.51,9.26,27.34,26.92,20.11
